"filenames","NN_Pred_Median","Lower_Quantile_0.025","Upper_Quantile_0.975"
"SABL_COMBO2022_NIR0022H_PRD_1288_102167338_O1",2.21,1.842,2.6572
"SABL_COMBO2022_NIR0022H_PRD_1289_102167339_O1",2.2828,1.9095,2.6115
"SABL_COMBO2022_NIR0022H_PRD_1290_102167340_O1",0.2737,0,0.4839
"SABL_COMBO2022_NIR0022H_PRD_1291_102167341_O1",0.3004,0,0.6185
"SABL_COMBO2022_NIR0022H_PRD_1292_102167342_O1",0.2564,0,0.5117
"SABL_COMBO2022_NIR0022H_PRD_1293_102167343_O1",0.3252,0,0.549
"SABL_COMBO2022_NIR0022H_PRD_1294_102167344_O1",6.2982,4.9437,7.5636
"SABL_COMBO2022_NIR0022H_PRD_1295_102167345_O1",9.6185,7.7618,11.0856
"SABL_COMBO2022_NIR0022H_PRD_1296_102167346_O1",7.0047,5.751,8.2478
"SABL_COMBO2022_NIR0022H_PRD_1297_102167347_O1",11.4934,9.4066,12.9913
"SABL_COMBO2022_NIR0022H_PRD_1298_102167348_O1",14.03,12.0256,15.7095
"SABL_COMBO2022_NIR0022H_PRD_1299_102167349_O1",4.6131,3.8174,5.4272
"SABL_COMBO2022_NIR0022H_PRD_1300_102167350_O1",6.9133,5.5229,8.313
"SABL_COMBO2022_NIR0022H_PRD_1301_102167351_O1",7.2265,5.9578,8.5968
"SABL_COMBO2022_NIR0022H_PRD_1302_102167352_O1",0.2799,0,0.4929
"SABL_COMBO2022_NIR0022H_PRD_1303_102167353_O1",0.2772,0,0.5313
"SABL_COMBO2022_NIR0022H_PRD_1304_102167354_O1",0.3792,0,0.5958
"SABL_COMBO2022_NIR0022H_PRD_1305_102167355_O1",0.1868,0,0.4236
"SABL_COMBO2022_NIR0022H_PRD_1306_102167356_O1",0.3709,0,0.6203
"SABL_COMBO2022_NIR0022H_PRD_1307_102167357_O1",0.4378,0.0367,0.7609
"SABL_COMBO2022_NIR0022H_PRD_1308_102167358_O1",2.3432,1.6468,3.4772
"SABL_COMBO2022_NIR0022H_PRD_1309_102167359_O1",2.9953,2.3875,3.7589
"SABL_COMBO2022_NIR0022H_PRD_1310_102167360_O1",5.171,3.8101,6.4113
"SABL_COMBO2022_NIR0022H_PRD_1311_102167361_O1",2.5745,1.6545,3.3594
"SABL_COMBO2022_NIR0022H_PRD_1312_102167362_O1",6.0528,4.7972,7.5434
"SABL_COMBO2022_NIR0022H_PRD_1313_102167363_O1",9.6385,7.8757,11.2555
"SABL_COMBO2022_NIR0022H_PRD_1314_102167364_O1",3.7923,2.8075,5.0766
"SABL_COMBO2022_NIR0022H_PRD_1315_102167365_O1",12.5907,10.7037,14.1796
"SABL_COMBO2022_NIR0022H_PRD_1316_102167366_O1",2.9765,1.3609,3.9117
"SABL_COMBO2022_NIR0022H_PRD_1317_102167367_O1",1.9469,1.6449,2.2916
"SABL_COMBO2022_NIR0022H_PRD_1318_102167368_O1",1.8335,1.4902,2.1114
"SABL_COMBO2022_NIR0022H_PRD_1319_102167369_O1",2.8027,2.2658,3.4995
"SABL_COMBO2022_NIR0022H_PRD_1341_102167391_O1",2.4037,2.0157,3.0123
"SABL_COMBO2022_NIR0022H_PRD_1342_102167392_O1",2.0428,1.6631,2.3816
"SABL_COMBO2022_NIR0022H_PRD_1343_102167393_O1",3.3257,2.5706,4.1193
"SABL_COMBO2022_NIR0022H_PRD_1344_102167394_O1",2.288,1.968,2.7233
"SABL_COMBO2022_NIR0022H_PRD_1345_102167395_O1",0.337,0,0.5656
"SABL_COMBO2022_NIR0022H_PRD_1346_102167396_O1",0.1326,0,0.3842
"SABL_COMBO2022_NIR0022H_PRD_1347_102167397_O1",0.291,0,0.5259
"SABL_COMBO2022_NIR0022H_PRD_1348_102167398_O1",0.2891,0,0.5189
"SABL_COMBO2022_NIR0022H_PRD_1349_102167399_O1",1.6796,1.2225,2.0504
"SABL_COMBO2022_NIR0022H_PRD_1350_102167400_O1",1.442,0.9925,1.7578
"SABL_COMBO2022_NIR0022H_PRD_1351_102167401_O1",3.0303,2.443,3.8372
"SABL_COMBO2022_NIR0022H_PRD_1352_102167402_O1",2.2226,1.9006,2.6446
"SABL_COMBO2022_NIR0022H_PRD_1353_102167403_O1",2.1089,1.8219,2.459
"SABL_COMBO2022_NIR0022H_PRD_1354_102167404_O1",2.1003,1.741,2.5012
"SABL_COMBO2022_NIR0022H_PRD_1355_102167405_O1",1.8281,1.5298,2.1271
"SABL_COMBO2022_NIR0022H_PRD_1356_102167406_O1",8.0135,6.6861,9.4363
"SABL_COMBO2022_NIR0022H_PRD_1357_102167407_O1",12.5474,10.6711,14.2821
"SABL_COMBO2022_NIR0022H_PRD_1359_102167409_O1",2.3996,2.0334,2.7865
"SABL_COMBO2022_NIR0022H_PRD_1360_102167410_O1",2.1092,1.7997,2.4394
"SABL_COMBO2022_NIR0022H_PRD_1361_102167411_O1",5.2659,4.4797,6.1572
"SABL_COMBO2022_NIR0022H_PRD_1362_102167412_O1",8.037,6.5462,9.3948
"SABL_COMBO2022_NIR0022H_PRD_1363_102167413_O1",6.5196,5.3596,7.6651
"SABL_COMBO2022_NIR0022H_PRD_1364_102167414_O1",5.6281,4.5857,6.4452
"SABL_COMBO2022_NIR0022H_PRD_1365_102167415_O1",10.0342,8.2896,12.2736
"SABL_COMBO2022_NIR0022H_PRD_1366_102167416_O1",7.0729,5.1466,9.5002
"SABL_COMBO2022_NIR0022H_PRD_1367_102167417_O1",12.615,10.8579,14.2712
"SABL_COMBO2022_NIR0022H_PRD_1368_102167418_O1",54.619,46.4169,61.5703
"SABL_COMBO2022_NIR0022H_PRD_1369_102167419_O1",9.2835,7.6447,10.9421
"SABL_COMBO2022_NIR0022H_PRD_1370_102167420_O1",11.1513,9.3654,12.7802
"SABL_COMBO2022_NIR0022H_PRD_1371_102177761_O1",2.3209,1.8791,2.9495
"SABL_COMBO2022_NIR0022H_PRD_1372_102177762_O1",2.1209,1.7542,2.4652
"SABL_COMBO2022_NIR0022H_PRD_1373_102177763_O1",1.5705,1.043,1.9867
"SABL_COMBO2022_NIR0022H_PRD_1374_102177764_O1",6.9969,5.495,8.1969
"SABL_COMBO2022_NIR0022H_PRD_1375_102177765_O1",9.7687,7.9552,12.2857
"SABL_COMBO2022_NIR0022H_PRD_1376_102177766_O1",2.6077,2.2456,3.2737
"SABL_COMBO2022_NIR0022H_PRD_1378_102177768_O1",22.2569,18.8846,25.3111
"SABL_COMBO2022_NIR0022H_PRD_1379_102177769_O1",9.0503,6.7802,10.9164
"SABL_COMBO2022_NIR0022H_PRD_1380_102177770_O1",17.3616,15.2822,19.6895
"SABL_COMBO2022_NIR0022H_PRD_1381_102177771_O1",17.6363,14.6315,21.2987
"SABL_COMBO2022_NIR0022H_PRD_1382_102177772_O1",6.024,4.8014,7.1734
"SABL_COMBO2022_NIR0022H_PRD_1383_102177773_O1",58.1862,51.1119,65.7491
"SABL_COMBO2022_NIR0022H_PRD_1384_102177774_O1",5.608,4.5863,6.5072
"SABL_COMBO2022_NIR0022H_PRD_1385_102177775_O1",7.452,6.1637,8.7839
"SABL_COMBO2022_NIR0022H_PRD_1386_102177776_O1",1.3956,1.1647,1.812
"SABL_COMBO2022_NIR0022H_PRD_1387_102177777_O1",2.3675,1.8977,3.4421
"SABL_COMBO2022_NIR0022H_PRD_1388_102177778_O1",0.9241,0.53,1.1487
"SABL_COMBO2022_NIR0022H_PRD_1389_102177779_O1",1.0496,0.5714,1.3279
"SABL_COMBO2022_NIR0022H_PRD_1390_102177780_O1",5.4013,4.6017,6.4799
"SABL_COMBO2022_NIR0022H_PRD_1391_102177781_O1",10.39,8.7644,12.2614
"SABL_COMBO2022_NIR0022H_PRD_1393_102177783_O1",4.6159,3.4284,5.9156
"SABL_COMBO2022_NIR0022H_PRD_1394_102177784_O1",32.4005,27.7352,36.486
"SABL_COMBO2022_NIR0022H_PRD_1395_102177785_O1",31.2127,27.2159,35.1927
"SABL_COMBO2022_NIR0022H_PRD_1397_102177787_O1",13.9761,11.7708,15.8308
"SABL_COMBO2022_NIR0022H_PRD_1398_102177788_O1",29.7286,26.0435,34.2017
"SABL_COMBO2022_NIR0022H_PRD_1399_102177789_O1",9.7311,7.8451,11.2129
"SABL_COMBO2022_NIR0022H_PRD_1400_102177790_O1",1.5151,0.5839,2.1014
"SABL_COMBO2022_NIR0022I_PRD_1401_102177791_O1",3.2367,2.6063,3.9347
"SABL_COMBO2022_NIR0022I_PRD_1402_102177792_O1",2.6561,2.2132,3.2723
"SABL_COMBO2022_NIR0022I_PRD_1403_102177793_O1",6.4157,5.3114,7.4886
"SABL_COMBO2022_NIR0022I_PRD_1404_102177794_O1",12.184,9.8203,14.0817
"SABL_COMBO2022_NIR0022I_PRD_1405_102177795_O1",11.7281,9.3843,13.5172
"SABL_COMBO2022_NIR0022I_PRD_1406_102177796_O1",16.6871,14.8124,18.4521
"SABL_COMBO2022_NIR0022I_PRD_1407_102177797_O1",24.6835,20.7331,29.0328
"SABL_COMBO2022_NIR0022I_PRD_1408_102177798_O1",13.0968,11.2518,14.6254
"SABL_COMBO2022_NIR0022I_PRD_1409_102177799_O1",9.4665,7.851,10.9272
"SABL_COMBO2022_NIR0022I_PRD_1410_102177800_O1",58.7277,51.6654,67.2614
"SABL_COMBO2022_NIR0022I_PRD_1411_102177801_O1",41.4566,32.3969,48.9151
"SABL_COMBO2022_NIR0022I_PRD_1413_102177803_O1",3.3325,2.6401,4.0428
"SABL_COMBO2022_NIR0022I_PRD_1414_102177804_O1",7.5187,6.2331,8.7528
"SABL_COMBO2022_NIR0022I_PRD_1415_102177805_O1",2.1377,1.3345,2.828
"SABL_COMBO2022_NIR0022I_PRD_1416_102177806_O1",20.7135,18.4049,23.828
"SABL_COMBO2022_NIR0022I_PRD_1417_102177807_O1",22.7856,20.1852,26.1706
"SABL_COMBO2022_NIR0022I_PRD_1418_102177808_O1",24.6728,21.8332,27.9765
"SABL_COMBO2022_NIR0022I_PRD_1419_102177809_O1",11.9171,9.7894,13.6293
"SABL_COMBO2022_NIR0022I_PRD_1420_102177810_O1",14.4635,10.2233,18.7992
"SABL_COMBO2022_NIR0022I_PRD_1421_102187331_O1",7.1009,5.7081,8.4585
"SABL_COMBO2022_NIR0022I_PRD_1422_102187332_O1",7.6729,6.0815,9.1236
"SABL_COMBO2022_NIR0022I_PRD_1423_102187333_O1",7.3843,6.0114,8.5638
"SABL_COMBO2022_NIR0022I_PRD_1424_102187334_O1",1.8438,1.546,2.1297
"SABL_COMBO2022_NIR0022I_PRD_1425_102187335_O1",1.1319,0.8774,1.3574
"SABL_COMBO2022_NIR0022I_PRD_1426_102187336_O1",1.0479,0.6102,1.2992
"SABL_COMBO2022_NIR0022I_PRD_1427_102187337_O1",0.8285,0.3256,1.0683
"SABL_COMBO2022_NIR0022I_PRD_1428_102187338_O1",1.503,0.8888,1.8723
"SABL_COMBO2022_NIR0022I_PRD_1429_102187339_O1",0.8273,0.2475,1.094
"SABL_COMBO2022_NIR0022I_PRD_1430_102187340_O1",1.2225,0.9558,1.6545
"SABL_COMBO2022_NIR0022I_PRD_1431_102187341_O1",1.2925,0.7764,1.6359
"SABL_COMBO2022_NIR0022I_PRD_1432_102187342_O1",1.4271,1.1516,1.6983
"SABL_COMBO2022_NIR0022I_PRD_1433_102187343_O1",2.2916,1.923,2.7437
"SABL_COMBO2022_NIR0022I_PRD_1434_102187344_O1",1.9165,1.6137,2.215
"SABL_COMBO2022_NIR0022I_PRD_1435_102187345_O1",1.2578,0.9634,1.4979
"SABL_COMBO2022_NIR0022I_PRD_1436_102187346_O1",2.2218,1.8414,2.6862
"SABL_COMBO2022_NIR0022I_PRD_1437_102187347_O1",2.5014,2.1569,3.0649
"SABL_COMBO2022_NIR0022I_PRD_1438_102187348_O1",2.976,2.3959,3.7704
"SABL_COMBO2022_NIR0022I_PRD_1439_102187349_O1",8.245,6.7975,9.6807
"SABL_COMBO2022_NIR0022I_PRD_1440_102187350_O1",12.483,10.4729,14.97
"SABL_COMBO2022_NIR0022I_PRD_1441_102187351_O1",7.6304,6.106,9.174
"SABL_COMBO2022_NIR0022I_PRD_1442_102187352_O1",6.3889,5.5073,7.4488
"SABL_COMBO2022_NIR0022I_PRD_1443_102187353_O1",2.4089,1.9984,3.0888
"SABL_COMBO2022_NIR0022I_PRD_1444_102187354_O1",1.7683,1.4857,2.0388
"SABL_COMBO2022_NIR0022I_PRD_1445_102187355_O1",1.6225,1.3608,1.8867
"SABL_COMBO2022_NIR0022I_PRD_1446_102187356_O1",1.3525,0.8428,1.658
"SABL_COMBO2022_NIR0022I_PRD_1447_102187357_O1",3.5442,2.7263,4.5171
"SABL_COMBO2022_NIR0022I_PRD_1448_102187358_O1",2.7541,2.2035,3.552
"SABL_COMBO2022_NIR0022I_PRD_1449_102187359_O1",0.9502,0.5373,1.1799
"SABL_COMBO2022_NIR0022I_PRD_1450_102187360_O1",0.8827,0.1598,1.222
"SABL_COMBO2022_NIR0022I_PRD_1451_102187361_O1",1.2422,0.978,1.5696
"SABL_COMBO2022_NIR0022I_PRD_1452_102187362_O1",1.3999,1.0553,1.6429
"SABL_COMBO2022_NIR0022I_PRD_1453_102187363_O1",1.313,0.9969,1.5618
"SABL_COMBO2022_NIR0022I_PRD_1454_102187364_O1",1.4087,1.1724,1.6422
"SABL_COMBO2022_NIR0022I_PRD_1455_102187365_O1",1.1339,0.7702,1.363
"SABL_COMBO2022_NIR0022I_PRD_1458_102187368_O1",1.2356,0.8489,1.4858
"SABL_COMBO2022_NIR0022I_PRD_1460_102187370_O1",1.5142,1.2638,1.7904
"SABL_COMBO2022_NIR0022I_PRD_1461_102187371_O1",1.3795,0.9017,1.6704
"SABL_COMBO2022_NIR0022I_PRD_1462_102187372_O1",1.2133,0.8029,1.4845
"SABL_COMBO2022_NIR0022I_PRD_1463_102187373_O1",1.1043,0.8304,1.3269
"SABL_COMBO2022_NIR0022I_PRD_1464_102187374_O1",1.3679,0.7996,1.7325
"SABL_COMBO2022_NIR0022I_PRD_1465_102187375_O1",1.1881,0.901,1.4364
"SABL_COMBO2022_NIR0022I_PRD_1466_102187376_O1",1.4665,1.0961,1.7382
"SABL_COMBO2022_NIR0022I_PRD_1467_102187377_O1",0.9759,0.6869,1.1981
"SABL_COMBO2022_NIR0022I_PRD_1468_102187378_O1",5.9534,4.8295,7.4972
"SABL_COMBO2022_NIR0022I_PRD_1469_102187379_O1",1.7843,1.2938,2.1895
"SABL_COMBO2022_NIR0022I_PRD_1470_102187380_O1",8.609,7.1772,10.3239
"SABL_COMBO2022_NIR0022I_PRD_1471_102187381_O1",9.5642,7.441,11.6139
"SABL_COMBO2022_NIR0022I_PRD_1472_102187382_O1",2.1926,1.4598,2.7472
"SABL_COMBO2022_NIR0022I_PRD_1473_102187383_O1",2.1386,1.7193,2.5214
"SABL_COMBO2022_NIR0022I_PRD_1474_102187384_O1",1.6559,1.3522,1.9683
"SABL_COMBO2022_NIR0022I_PRD_1476_102187386_O1",1.4969,1.1827,1.767
"SABL_COMBO2022_NIR0022I_PRD_1477_102187387_O1",1.2591,0.8129,1.5283
"SABL_COMBO2022_NIR0022I_PRD_1478_102187388_O1",0.9898,0.6845,1.1979
"SABL_COMBO2022_NIR0022I_PRD_1479_102187389_O1",3.5183,2.5832,4.4023
"SABL_COMBO2022_NIR0022I_PRD_1480_102187390_O1",1.217,0.9181,1.442
"SABL_COMBO2022_NIR0022I_PRD_1481_102187391_O1",1.0005,0.6593,1.2605
"SABL_COMBO2022_NIR0022I_PRD_1482_102187392_O1",1.2374,0.6633,1.6181
"SABL_COMBO2022_NIR0022I_PRD_1483_102187393_O1",1.5552,1.2873,2.0394
"SABL_COMBO2022_NIR0022I_PRD_1484_102187394_O1",1.1046,0.6155,1.3625
"SABL_COMBO2022_NIR0022I_PRD_1485_102187395_O1",1.3466,1.0246,1.6039
"SABL_COMBO2022_NIR0022I_PRD_1486_102187396_O1",1.0439,0.8307,1.2655
"SABL_COMBO2022_NIR0022I_PRD_1487_102187397_O1",1.1121,0.7795,1.3429
"SABL_COMBO2022_NIR0022I_PRD_1489_102187399_O1",1.2294,0.9847,1.4602
"SABL_COMBO2022_NIR0022I_PRD_1490_102187400_O1",1.6348,1.2263,1.9536
"SABL_COMBO2022_NIR0022I_PRD_1491_102187401_O1",1.2249,0.8095,1.5117
"SABL_COMBO2022_NIR0022I_PRD_1492_102187402_O1",1.3107,0.9733,1.5444
"SABL_COMBO2022_NIR0022I_PRD_1493_102187403_O1",1.1093,0.8221,1.3195
"SABL_COMBO2022_NIR0022I_PRD_1494_102187404_O1",1.1584,0.7562,1.3999
"SABL_COMBO2022_NIR0022I_PRD_1496_102187406_O1",0.1319,0,0.4097
"SABL_COMBO2022_NIR0022I_PRD_1497_102187407_O1",0.2573,0,0.4805
"SABL_COMBO2022_NIR0022I_PRD_1498_102187408_O1",1.2185,0.9449,1.4436
"SABL_COMBO2022_NIR0022I_PRD_1499_102187409_O1",8.4338,7.054,9.8122
"SABL_COMBO2022_NIR0022I_PRD_1500_102187410_O1",7.4308,6.2864,8.6524
"SABL_COMBO2022_NIR0022I_PRD_1501_102187411_O1",4.7491,3.6488,5.7744
"SABL_COMBO2022_NIR0022I_PRD_1502_102187412_O1",4.9779,3.9708,6.0192
"SABL_COMBO2022_NIR0022I_PRD_1503_102187413_O1",28.192,25.3077,31.2139
"SABL_COMBO2022_NIR0022I_PRD_1504_102187414_O1",57.8905,50.5811,65.9275
"SABL_COMBO2022_NIR0022I_PRD_1505_102187415_O1",24.2827,21.1399,27.5251
"SABL_COMBO2022_NIR0022I_PRD_1506_102187416_O1",7.7067,6.1517,9.2973
"SABL_COMBO2022_NIR0022I_PRD_1507_102187417_O1",2.5238,2.1489,3.211
"SABL_COMBO2022_NIR0022I_PRD_1508_102187418_O1",1.1188,0.384,1.5179
"SABL_COMBO2022_NIR0022I_PRD_1509_102187419_O1",2.3826,2.0205,2.9532
"SABL_COMBO2022_NIR0022I_PRD_1510_102187420_O1",1.9595,1.6519,2.242
"SABL_COMBO2022_NIR0022I_PRD_1511_102175189_O1",11.2062,9.6929,12.7139
"SABL_COMBO2022_NIR0022I_PRD_1512_102175190_O1",5.6348,4.544,6.6646
"SABL_COMBO2022_NIR0022I_PRD_1513_102175223_O1",1.3781,1.1084,1.6446
"SABL_COMBO2022_NIR0022I_PRD_1514_102175224_O1",59.2695,51.732,69.889
"SABL_COMBO2022_NIR0022I_PRD_1515_102175225_O1",12.2422,9.7543,14.4569
"SABL_COMBO2022_NIR0022I_PRD_1516_102175226_O1",5.2504,3.489,6.8478
"SABL_COMBO2022_NIR0022I_PRD_1517_102175227_O1",24.679,22.2915,28.1028
"SABL_COMBO2022_NIR0022I_PRD_1518_102175228_O1",12.4355,10.8152,14.3771
"SABL_COMBO2022_NIR0022I_PRD_1520_102175230_O1",2.9508,2.4885,3.6711
"SABL_COMBO2022_NIR0022I_PRD_1521_102175231_O1",9.0752,7.7012,11.0157
"SABL_COMBO2022_NIR0022I_PRD_1522_102175232_O1",2.1817,1.8582,2.5621
"SABL_COMBO2022_NIR0022I_PRD_1523_102175233_O1",15.6701,13.7587,17.6895
"SABL_COMBO2022_NIR0022I_PRD_1524_102175234_O1",11.9816,9.8395,13.5115
"SABL_COMBO2022_NIR0022I_PRD_1525_102175235_O1",2.1965,1.8746,2.5749
"SABL_COMBO2022_NIR0022I_PRD_1526_102175236_O1",7.1235,5.2513,9.3037
"SABL_COMBO2022_NIR0022I_PRD_1527_102175237_O1",1.5214,1.2602,1.7716
"SABL_COMBO2022_NIR0022I_PRD_1528_102175238_O1",2.0966,1.6505,2.4346
"SABL_COMBO2022_NIR0022I_PRD_1529_102175239_O1",1.2698,0.9491,1.5561
"SABL_COMBO2022_NIR0022I_PRD_1530_102175240_O1",1.5733,1.2365,1.8518
"SABL_COMBO2022_NIR0022I_PRD_1531_102175241_O1",2.4739,2.016,2.9737
"SABL_COMBO2022_NIR0022I_PRD_1532_102175242_O1",0.2242,0,0.5284
"SABL_COMBO2022_NIR0022I_PRD_1533_102175243_O1",1.426,0.9915,1.7814
"SABL_COMBO2022_NIR0022I_PRD_1534_102175244_O1",0.23,0,0.4836
"SABL_COMBO2022_NIR0022I_PRD_1535_102175245_O1",2.3269,1.979,2.8214
"SABL_COMBO2022_NIR0022I_PRD_1536_102175246_O1",2.232,1.8771,2.6663
"SABL_COMBO2022_NIR0022I_PRD_1538_102175248_O1",2.0331,1.7364,2.3509
"SABL_COMBO2022_NIR0022I_PRD_1539_102175249_O1",12.5049,10.8422,14.3133
"SABL_COMBO2022_NIR0022I_PRD_1540_102175250_O1",2.0746,1.744,2.5969
"SABL_COMBO2022_NIR0022I_PRD_1541_102175251_O1",35.1041,29.9427,39.7515
"SABL_COMBO2022_NIR0022I_PRD_1542_102175252_O1",3.7885,2.9305,4.9594
"SABL_COMBO2022_NIR0022I_PRD_1543_102175253_O1",11.9461,10.2674,13.939
"SABL_COMBO2022_NIR0022I_PRD_1544_102175254_O1",63.58,55.2474,76.2404
"SABL_COMBO2022_NIR0022I_PRD_1545_102175255_O1",7.5467,6.358,8.853
"SABL_COMBO2022_NIR0022I_PRD_1547_102175257_O1",9.2089,7.7746,10.7549
"SABL_COMBO2022_NIR0022I_PRD_1548_102175258_O1",19.44,16.2821,22.6662
"SABL_COMBO2022_NIR0022I_PRD_1550_102175260_O1",3.5342,2.8122,4.4901
"SABL_COMBO2022_NIR0022I_PRD_1551_102175261_O1",3.2825,2.416,4.8543
"SABL_COMBO2022_NIR0022I_PRD_1552_102175262_O1",3.719,2.6845,5.0143
"SABL_COMBO2022_NIR0022I_PRD_1553_102175263_O1",5.669,4.623,6.7303
"SABL_COMBO2022_NIR0022I_PRD_1554_102175264_O1",2.8244,2.2738,3.637
"SABL_COMBO2022_NIR0022I_PRD_1555_102175265_O1",2.2529,1.8481,2.7197
"SABL_COMBO2022_NIR0022I_PRD_1556_102175266_O1",2.2482,1.9062,2.7013
"SABL_COMBO2022_NIR0022I_PRD_1557_102175267_O1",2.0542,1.2279,2.4998
"SABL_COMBO2022_NIR0022I_PRD_1558_102175268_O1",9.2388,7.5935,11.3083
"SABL_COMBO2022_NIR0022I_PRD_1559_102175269_O1",8.8916,7.3224,10.7061
"SABL_COMBO2022_NIR0022I_PRD_1560_102175270_O1",2.195,1.7705,2.7181
"SABL_COMBO2022_NIR0022I_PRD_1561_102175271_O1",11.0355,9.2887,12.7352
"SABL_COMBO2022_NIR0022I_PRD_1562_102175272_O1",7.4289,5.9497,9.0932
"SABL_COMBO2022_NIR0022I_PRD_1563_102175273_O1",6.921,5.9533,8.1589
"SABL_COMBO2022_NIR0022I_PRD_1564_102175274_O1",8.0101,6.6992,9.3362
"SABL_COMBO2022_NIR0022I_PRD_1565_102175275_O1",4.2452,3.3485,5.2191
"SABL_COMBO2022_NIR0022I_PRD_1566_102175276_O1",13.8064,11.4067,16.1007
"SABL_COMBO2022_NIR0022I_PRD_1567_102175277_O1",15.304,13.4019,17.6639
"SABL_COMBO2022_NIR0022I_PRD_1569_102175279_O1",33.8886,29.6775,37.9513
"SABL_COMBO2022_NIR0022I_PRD_1570_102175280_O1",14.3854,12.8666,16.2618
"SABL_COMBO2022_NIR0022I_PRD_1571_102153091_O1",7.8018,6.0276,9.697
"SABL_COMBO2022_NIR0022I_PRD_1573_102153093_O1",5.4696,3.9494,7.1532
"SABL_COMBO2022_NIR0022I_PRD_1574_102153094_O1",5.7185,4.4267,6.972
"SABL_COMBO2022_NIR0022I_PRD_1575_102153095_O1",11.4914,9.6138,13.2876
"SABL_COMBO2022_NIR0022I_PRD_1576_102153096_O1",7.0307,5.9966,8.232
"SABL_COMBO2022_NIR0022I_PRD_1577_102153097_O1",11.3817,9.5224,12.8485
"SABL_COMBO2022_NIR0022I_PRD_1578_102153098_O1",3.7591,3.1172,4.5823
"SABL_COMBO2022_NIR0022I_PRD_1579_102153099_O1",0.1711,0,0.4066
"SABL_COMBO2022_NIR0022I_PRD_1580_102153100_O1",0.1547,0,0.3909
"SABL_COMBO2022_NIR0022I_PRD_1581_102153101_O1",0.1216,0,0.3454
"SABL_COMBO2022_NIR0022I_PRD_1582_102153102_O1",0.1204,0,0.3657
"SABL_COMBO2022_NIR0022I_PRD_1583_102153103_O1",2.0235,1.6406,2.3549
"SABL_COMBO2022_NIR0022I_PRD_1584_102153104_O1",1.7383,1.3105,2.1232
"SABL_COMBO2022_NIR0022I_PRD_1585_102153105_O1",1.9109,1.6253,2.2079
"SABL_COMBO2022_NIR0022I_PRD_1586_102153106_O1",3.1214,2.1901,3.8389
"SABL_COMBO2022_NIR0022I_PRD_1587_102153107_O1",10.2582,8.2888,11.9737
"SABL_COMBO2022_NIR0022I_PRD_1588_102153108_O1",9.7551,7.8465,11.4056
"SABL_COMBO2022_NIR0022I_PRD_1589_102153109_O1",9.0166,7.6466,10.7564
"SABL_COMBO2022_NIR0022I_PRD_1590_102153110_O1",5.3108,4.1622,6.3697
"SABL_COMBO2022_NIR0022I_PRD_1591_102153111_O1",12.6295,10.4999,14.9714
"SABL_COMBO2022_NIR0022I_PRD_1592_102153112_O1",8.7569,7.4085,10.3436
"SABL_COMBO2022_NIR0022I_PRD_1593_102153113_O1",18.6955,15.5911,21.4073
"SABL_COMBO2022_NIR0022I_PRD_1594_102153114_O1",44.9416,38.3675,50.3763
"SABL_COMBO2022_NIR0022I_PRD_1595_102153115_O1",4.9431,4.1579,5.9604
"SABL_COMBO2022_NIR0022I_PRD_1596_102153116_O1",18.9389,16.5594,21.3855
"SABL_COMBO2022_NIR0022I_PRD_1597_102153117_O1",33.5981,26.0442,39.1099
"SABL_COMBO2022_NIR0022I_PRD_1598_102153118_O1",20.8402,18.6369,23.7815
"SABL_COMBO2022_NIR0022I_PRD_1599_102153119_O1",14.4477,11.9708,16.6041
"SABL_COMBO2022_NIR0022I_PRD_1600_102153120_O1",38.5685,32.5359,44.082
"SABL_COMBO2022_NIR0022I_PRD_1602_102153122_O1",4.6655,3.7448,5.7578
"SABL_COMBO2022_NIR0022I_PRD_1603_102153123_O1",10.554,8.7784,12.2859
"SABL_COMBO2022_NIR0022I_PRD_1604_102153124_O1",63.1921,56.4236,73.0079
"SABL_COMBO2022_NIR0022I_PRD_1605_102153125_O1",26.2718,22.4319,29.8105
"SABL_COMBO2022_NIR0022I_PRD_1606_102153126_O1",8.4371,7.06,9.8668
"SABL_COMBO2022_NIR0022I_PRD_1607_102153127_O1",1.9699,1.5948,2.2951
"SABL_COMBO2022_NIR0022I_PRD_1609_102153129_O1",1.9159,1.4688,2.2746
"SABL_COMBO2022_NIR0022I_PRD_1610_102153130_O1",2.0002,1.4882,2.368
"SABL_COMBO2022_NIR0022I_PRD_1611_102156651_O1",2.308,1.9482,2.9731
"SABL_COMBO2022_NIR0022I_PRD_1612_102156652_O1",7.5894,6.3894,8.9236
"SABL_COMBO2022_NIR0022I_PRD_1613_102156653_O1",8.6639,6.9629,10.1514
"SABL_COMBO2022_NIR0022I_PRD_1614_102156654_O1",5.8503,4.883,7.1156
"SABL_COMBO2022_NIR0022I_PRD_1615_102156655_O1",5.2105,4.3535,5.8706
"SABL_COMBO2022_NIR0022I_PRD_1616_102156656_O1",11.7285,9.7381,13.4555
"SABL_COMBO2022_NIR0022I_PRD_1617_102156657_O1",2.0423,1.5157,2.4437
"SABL_COMBO2022_NIR0022I_PRD_1619_102156659_O1",13.0505,10.3921,15.3639
"SABL_COMBO2022_NIR0022I_PRD_1620_102156660_O1",10.2871,8.8324,11.923
"SABL_COMBO2022_NIR0022I_PRD_1621_102156661_O1",5.7277,4.6707,6.7595
"SABL_COMBO2022_NIR0022I_PRD_1622_102156662_O1",7.1583,6.0237,8.5577
